,timestamp,location,text,sentiment_score,sentiment
0,2022-11-26T20:34:35.000Z,"MN, USA",Check out this #podcast https://t.co/s7T8H6xKL1 #jesus #christiantwitter  #follow,-0.9701013565063477,Strongly Negative
1,2022-11-26T14:17:17.000Z,,"Please watch, retweet and share a testimony @ https://t.co/FfzttPpnEB 🙏🏾 God Got Me, God Got You!!! 

#GodGotMeGodGotYou #Faith #Hope #Love #FYP #Retweet #ChristianTwitter #BlackFriday 

https://t.co/LlU83dUqmo",-0.9669663310050964,Strongly Negative
2,2022-11-26T10:44:36.000Z,,A great #podcast https://t.co/s7T8H6xKL1 #jesus #christiantwitter  #follow,0.9899987578392029,Strongly Positive
3,2022-11-26T10:24:15.000Z,,"Human saviour JESUS
#christiantwitter #blessed #devotion #peace #truth #love #faith #hope #church #believer #godisgood  #bible #Jesuschrist #prayer #gospel #verse  #rivival #pray #truth #hope #scripture #worship #holyspirit  #Jesusisking #rapture #jesusday #live #GoodNews https://t.co/9TLgbfc2NQ",0.8671419620513916,Strongly Positive
4,2022-11-26T05:24:10.000Z,I'm at where I am at!!!!,"Please watch, retweet and share a testimony @ https://t.co/7bvjCWnnDz 🙏🏾 God Got Me, God Got You!!! 

#GodGotMeGodGotYou #Faith #Hope #Love #FYP #Retweet #ChristianTwitter #BlackFriday 

https://t.co/N1KCWbwlfs",-0.9290770888328552,Strongly Negative
5,2022-11-26T04:56:12.000Z,"Greater Twin Cities, MN","Catholicism will always be Christ’s true Church Matthew 16:18

#CatholicTwitter #catholic #catholiclife #Catholics #catholicism #catholicdad #romancatholic #romancatholicchurch #christian #christiantwitter #Christianity",-0.9366282820701599,Strongly Negative
6,2022-11-26T04:53:46.000Z,"Greater Twin Cities, MN","#makeGodapriority #HeReigns #ChristianFacebook #ChristianSnapChat #ChristianTwitter #ChristianTiktok #ChristianInstagram #DailyDevotional #VersoOfTheDay #PrayerForToday
#GODsMercy #Purpose #Christianity #FAITH #GODsGrace #GODSWillBeDone #GODReignsForeverAndEver https://t.co/LdWkWYVdno",-0.9884276986122131,Strongly Negative
7,2022-11-26T04:53:33.000Z,"Greater Twin Cities, MN","#makeGodapriority #HeReigns #ChristianFacebook #ChristianSnapChat #ChristianTwitter #ChristianTiktok #ChristianInstagram #DailyDevotional #VersoOfTheDay #PrayerForToday
#GODsMercy #Purpose #Christianity #FAITH #GODsGrace #GODSWillBeDone #GODReignsForeverAndEver https://t.co/PN4kOG5S2u",-0.9871070981025696,Strongly Negative
8,2022-11-26T04:49:24.000Z,"Greater Twin Cities, MN","#makeGodapriority #HeReigns #ChristianFacebook #ChristianSnapChat #ChristianTwitter #ChristianTiktok #ChristianInstagram #DailyDevotional #VersoOfTheDay #PrayerForToday
#GODsMercy #Purpose #Christianity #FAITH #GODsGrace #GODSWillBeDone #GODReignsForeverAndEver https://t.co/H1uhJQrRwl",-0.9870249032974243,Strongly Negative
9,2022-11-26T03:00:26.000Z,"Greater Twin Cities, MN",Christians &amp; Sci-Fi (Spoiler: it’s all good!) The heart of my ministry #ChristianTwitter #ChristianSciFi https://t.co/6UQTzNWjtK,0.9994750618934631,Strongly Positive
10,2022-11-26T01:39:23.000Z,"P.O. Box 78 Salem, IN 47167",Giant Slayers #giantslayers #injesusname #christiantwitter #pastorsoftwitter #christianmotivation #timetorise #riseup #fypchristiantwitter #revivalfire https://t.co/okoPyjgxrn,-0.9901503324508667,Strongly Negative
11,2022-11-26T01:24:32.000Z,"Leeds, England",This week on #ChristianTwitter https://t.co/N4HMfUzO1Z,-0.9955033659934998,Strongly Negative
12,2022-11-25T21:33:19.000Z,"Hamilton, OH","Kinism is sin
Christian Nationalism is sin
White Christian Nationalism is sin
Racism is sin

Interracial marriage is beautiful 

And apparently it’s state the obvious day on #ChristianTwitter sadly, again…",-0.9663658142089844,Strongly Negative
13,2022-11-25T20:35:09.000Z,"MN, USA",Check out this #podcast https://t.co/s7T8H6xKL1 #jesus #christiantwitter  #follow,-0.9701013565063477,Strongly Negative
14,2022-11-25T18:46:21.000Z,,"Hey Christian Twitter, I released a new single today called ""Alive"" be blessed as you listen 😊 #christiantwitter  #Jesus #JesusSaves

https://t.co/Lxctq9DG1N",-0.5179184079170227,Negative
