,timestamp,location,text,sentiment_score,sentiment
0,2022-11-26T23:12:13.000Z,"Kenosha, WI","🗣 LINK IN BIO‼️THE LATEST NEWS, HEALTH, MENTAL HEALTH, POLITICS, RACE ISSUES, RECIPES, AND MORE RIGHT NOW! VIDEO NEWS &amp; MORE! UP-TO-DATE INFO‼️#news #breakingnews #politics #race #crt #abortionrights #videos #cnn #finance #FreedomOfSpeech
https://t.co/cX8dUQ9PTi",-0.8041134476661682,Strongly Negative
1,2022-11-26T22:50:41.000Z,Currently Dallas area,"🗣 LINK IN BIO‼️THE LATEST NEWS, HEALTH, MENTAL HEALTH, POLITICS, RACE ISSUES, RECIPES, AND MORE RIGHT NOW! VIDEO NEWS &amp; MORE! UP-TO-DATE INFO‼️#news #breakingnews #politics #race #crt #abortionrights #videos #cnn #finance #FreedomOfSpeech
https://t.co/cX8dUQ9PTi https://t.co/t9htCprkos",-0.8957245945930481,Strongly Negative
2,2022-11-26T22:29:31.000Z,,"Antiabortionist in red states think they have won. Nope.
#abortionrights #RoeVWade #abortionishealthcare https://t.co/j1X5yyfBgJ",-0.9962085485458374,Strongly Negative
3,2022-11-26T22:02:42.000Z,"Mill Valley, CA",#abortionrights #NativeAmerican On a reservation tribal law supersedes State and Federal laws. Each of these reservations has the potential for having an abortion clinic. So many potential safe havens https://t.co/MheiWjAljJ,-0.9588451981544495,Strongly Negative
4,2022-11-26T20:31:54.000Z,"Portland, OR","I can’t hold a phone still, even when I’m not climbing a hill. This is Lynn Brown being awful and pestering patients #abortionrights #greenvillesc https://t.co/WVCj1Y7MQg",-0.9987653493881226,Strongly Negative
5,2022-11-26T20:11:38.000Z,"Washington, D.C.","Hello dearest #Georgia!❤️
Early #voting starts now.
Please go vote for the #Democrats!
We got your back #America!
#Gas today despite #Inflation: $3.57 per gallon. 
#JoeBiden 
#KamalaHarris 
#AbortionRights 
#InfrastructureBill #Jobs 
#CNN #FoxNews #MSNBC 
#Republicans #GOP #MAGA https://t.co/9fxrkAO858",-0.982448160648346,Strongly Negative
6,2022-11-26T20:00:03.000Z,World Wide Web,"It's called femicide! Act now!

#BodilyAutonomy
#AbortionIsSacred
#Abortion 
#AbortionRights
#Dodd
#VetsRiseForRoe https://t.co/bX3RQrgCel",-0.9949133396148682,Strongly Negative
7,2022-11-26T19:12:07.000Z,,"The Political Ad Women Had Been Waiting For (Video)

Katie Darling speaks about LA's abortion ban and the lack of support it gives poor pregnant women while showing actual footage of her going thru labor

https://t.co/SL3zIbjVAM

#abortionrights #abortionishealthcare
#healthcare",-0.9982692003250122,Strongly Negative
8,2022-11-26T17:37:51.000Z,,"If you want to see DOOMED AMERICA'S idea of #healthcare just watch the last 10-12 minutes of Episode 1 of #halfbad on #Netflix 

#surgeries #CovidIsNotOver 
#abortionrights 
#HealthyNation 
#witchcraft 
#mentalhealthday 
#TherapistTwitter  (The/Rapist) it is right there! https://t.co/MnI1hGb1tA https://t.co/SRYMMbDeP7",-0.9763879776000977,Strongly Negative
9,2022-11-26T17:12:59.000Z,,"Nobody needs an abortion until they need an abortion.  Those not needing an abortion should probably shut the fuck up. 
#abortionrights 
#prochoice
#WomensRightsAreHumanRights",-0.996631920337677,Strongly Negative
